11635	1988
11636	1988
11637	2005
11638	1994
11639	1990
11640	2005
11641	2006
11644	1988
11645	2005
11646	1984
11647	1987
11648	1993
11651	1982
11652	2006
11653	1993
11655	2006
11656	1988
11657	1991
11659	1987
11661	2004
11665	2006
11666	1994
11667	2005
11668	1986
11669	2004
11672	1990
11673	2004
11675	1994
11679	2004
11680	1988
11681	2005
11683	2005
11685	2005
11687	2006
11688	1984
11689	1987
11690	2006
11691	1992
11692	2005
11693	2006
11695	2006
11697	1980
11698	2006
11699	1980
11700	2004
11701	1983
11703	1980
11704	2006
11705	1986
11706	2005
11708	2004
11710	1994
11713	1994
11716	1994
11718	2006
11719	1991
11720	2006
11725	1991
11726	1980
11727	2006
11728	1982
11729	2006
11730	1986
11731	2004
11732	1984
11733	1994
11735	1992
11736	1986
11738	2005
11739	1988
11740	1987
11742	1983
11744	1982
11745	2005
11746	1987
11748	1992
11751	2006
11752	1991
11753	2005
11754	1986
11755	1993
11756	1986
11759	1993
11760	1992
11762	1987
11763	2006
11764	1988
11765	2005
11769	1982
11772	2004
11773	1994
11774	2006
11775	1986
11777	1988
11778	2006
11779	2005
11780	2005
11781	2004
11783	2006
11784	1982
11786	2005
11787	1991
11788	2004
11792	1993
11794	1994
11795	1994
11797	1992
11798	1992
11801	1992
11803	1983
11804	1986
11805	1980
11808	2006
11810	1988
11811	2005
11812	2006
11813	2005
11814	2005
11815	2006
11816	2006
11817	1980
11819	2004
11820	1986
11823	1986
11826	1991
11835	2005
11838	1986
11840	1994
11842	2004
11845	1992
11847	1994
11848	1987
11849	1980
11851	1982
11852	1990
11853	1984
11854	1992
11855	1986
11856	1994
11857	1987
11859	1994
11861	2006
11865	2005
11866	2005
11867	1990
11868	2005
11869	1983
11870	1986
11871	1980
11872	1991
11873	2004
11875	2005
11876	1993
11877	1992
11879	1988
11880	2006
11881	1994
11883	2005
11886	2005
11887	2005
11888	2006
11890	1983
11893	2006
11894	2004
11895	1980
11896	1986
11897	2006
11898	2004
11899	2005
11901	1994
11902	2005
11904	1987
11907	1992
11909	1986
11911	1983
11912	2004
11913	2004
11914	1980
11915	1994
11917	1993
11919	1993
11921	2006
11922	1991
11923	1980
11925	1982
11928	1980
11929	2005
11933	1988
11934	1988
11935	2005
11938	2005
11939	1991
11940	1983
11941	1988
11942	1993
11944	1991
11945	1984
11947	1987
11948	1993
11949	1992
11950	2006
11951	2005
11952	2004
11953	2006
11955	1980
11956	2005
11957	2005
11958	1982
11959	2006
11961	1991
11962	1991
11963	1994
11965	2006
11967	1990
11970	1991
11972	1986
11974	2005
11977	2006
11981	2006
11982	1990
11984	1992
11985	2005
11986	1993
11987	2004
11990	1994
11993	1987
11994	1993
11995	2004
11997	1986
11999	1994
12000	2004
12001	1982
12002	1991
12003	1990
12005	1980
12006	1988
12007	1986
12008	2004
12009	1992
12010	1992
12011	2005
12012	2004
12013	1992
12014	2005
12015	2005
12016	1990
12017	2006
12018	2006
12020	2005
12022	1984
12024	2005
12028	2006
12029	1990
12031	1982
12032	1986
12033	1984
12035	1983
12036	2006
12037	1988
12039	1980
12040	1982
12042	2004
12043	2006
12044	1990
12045	2006
12047	1993
12048	2005
12049	2005
12050	1994
12054	1980
12056	1991
12058	2005
12060	1991
12061	2005
12065	1984
12066	2005
12067	1993
12069	1986
12070	2005
12076	2006
12078	1991
12080	1988
12081	2006
12082	2005
12083	2004
12084	2006
12087	1982
12089	1986
12090	1994
12091	2005
12092	1990
12093	2004
12094	2005
12095	1994
12097	1994
12100	1988
12104	1982
12105	1983
12106	1983
12107	2006
12108	1980
12110	1986
12112	1994
12113	1987
12114	1984
12115	1986
12116	2005
12117	2004
12119	2005
12122	2006
12123	1994
12124	2006
12125	1988
12126	1994
12128	1988
12129	2005
12132	2004
12134	2006
12135	2005
12138	1990
12143	2006
12144	2006
12145	2005
12148	1994
12149	1994
12151	1983
12153	1994
12155	1993
12156	1991
12157	1992
12158	1993
12164	1994
12166	1990
12167	1991
12168	2005
12169	1988
12170	1990
12172	1991
12175	2005
12176	2005
12177	2005
12178	1983
12179	2004
12180	1983
12183	2005
12185	1983
12186	1990
12187	1980
12188	1982
12189	1983
12190	2004
12191	2006
12192	1992
12193	1993
12194	1991
12196	2004
12197	2005
12200	1994
12201	1991
12202	1991
12203	1984
12205	1994
12209	1988
12210	2006
12211	1991
12212	2005
12223	2005
12226	2006
12227	1991
12229	1994
12230	2005
12231	2006
12232	2006
12233	1982
12234	1987
12235	1994
12237	2006
12238	1994
12240	1983
12241	1986
12244	1994
12245	1991
12246	1991
12247	1993
12248	1990
12249	1992
12252	1988
12253	2004
12254	2006
12255	2004
12256	1987
12259	2006
12260	1986
12261	2005
12262	1994
12263	2005
12264	1987
12265	1991
12266	2006
12267	1980
12268	1987
12270	2006
12273	1994
12274	1988
12277	1980
12278	2005
12282	2006
12283	2006
12285	1987
12286	1992
12287	1991
12288	1990
12289	1986
12290	2004
12292	1994
12293	1993
12295	1986
12298	2005
12299	2005
12301	1983
12302	1984
12309	1994
12311	1983
12313	1994
12314	2006
12315	2005
12317	2005
12318	2006
12319	1994
12322	1984
12323	1986
12324	1987
12325	1988
12326	1990
12327	1993
12328	1993
12329	1994
12330	1994
12333	1992
12335	1987
12336	2006
12339	1987
12340	1988
12344	1983
12346	1980
12347	1994
12349	1991
12350	1987
12352	1992
12353	1990
12357	2005
12358	2006
12359	2006
12360	2004
12363	2004
12364	2005
12365	2005
12366	2006
12367	2005
12368	1987
12369	1990
12370	2005
12372	1986
12374	1992
12377	2006
12378	1988
12379	1987
12380	1986
12381	1982
12385	2005
12386	2005
12389	1984
12391	1991
12394	1992
12397	1993
12398	1994
12400	1992
12402	1990
12403	1991
12404	2005
12405	1991
12406	1991
12407	2006
12408	1992
12409	2006
12410	1994
12412	2005
12413	2005
12414	1993
12415	2006
12416	1987
12418	1992
12419	1993
12420	1987
12421	1986
12422	1986
12423	2006
12424	1991
12425	1988
12426	1992
12428	1994
12429	2006
12430	2005
12434	1986
12437	1992
12438	1994
12440	1994
12441	2006
12444	2004
12445	1994
12448	2004
12449	2005
12450	2006
12453	1983
12454	1988
12455	1994
12456	1984
12457	1993
12458	1982
12462	1990
12464	1982
12465	1993
12466	1984
12467	2006
12468	2005
12469	1992
12470	1987
12471	1988
12472	1990
12474	1988
12475	1993
12476	1990
12478	1986
12479	1990
12480	1987
12481	1988
12483	1983
12484	1988
12485	1993
12486	1993
12488	1984
12489	1982
12490	1992
12491	1993
12492	1987
12493	1991
12494	1994
12497	2004
12499	2005
12500	1994
12501	2006
12503	1992
12504	1990
12505	1988
12506	1987
12507	1991
12511	1994
12514	2005
12515	1982
12516	1980
12517	1984
12518	1991
12519	1980
12520	2004
12521	2005
12522	2005
12523	2006
12524	1992
12525	1986
12527	2004
12528	1988
12529	1994
12530	2004
12532	2006
12533	2005
12534	1991
12542	2006
12546	1994
12547	1994
12548	1993
12549	1994
12550	1992
12551	1988
12552	1988
12553	1992
12554	1987
12555	1993
12556	2004
12557	2005
12558	2006
12559	2006
12560	1983
12561	1987
12562	1992
12563	1986
12564	1990
12566	1986
12569	1987
12570	2006
12571	2006
12572	1994
12573	1986
12574	1990
12575	1994
12577	1993
12579	1994
12580	2006
12582	1986
12583	1984
12584	1990
12588	1992
12589	1986
12590	1988
12591	1993
12592	1990
12594	1982
12596	2006
12598	1986
12599	2006
12600	2005
12603	1986
12604	1992
12605	2006
12606	2006
12608	1994
12610	1987
12611	1993
12613	2005
12616	2006
12618	1986
12619	1991
12620	2004
12621	1991
12622	1993
12625	1987
12626	1990
12627	1993
12628	1994
12629	1982
12630	2006
12631	1986
12632	1988
12633	1993
12636	2005
12637	2006
12638	1980
12640	1982
12642	1991
12643	1992
12644	1994
12645	1988
12648	2005
12649	2005
12650	2005
12652	1994
12653	1992
12654	1986
12655	1990
12656	1990
12657	2006
12658	2006
12659	2004
12662	1987
12665	1990
12666	1983
12667	1990
12668	1991
12670	2006
12671	2004
12673	1993
12675	1986
12676	1994
12677	1980
12678	1983
12679	1982
12680	2006
12681	1988
12682	1993
12683	1988
12684	1986
12685	1986
12687	2004
12688	2005
12689	1982
12691	2004
12693	2006
12694	1980
12695	1994
12696	1988
12697	1984
12698	1994
12699	2006
12700	1980
12701	1994
12703	1990
12704	1992
12705	1986
12706	1993
12708	1990
12710	2006
12711	1990
12712	1986
12714	2005
12715	2006
12716	2004
12718	2006
12719	2006
12720	2005
12722	1993
12723	1994
12727	1988
12731	2004
12734	1984
12735	1980
12736	1988
12737	1990
12739	1980
12740	1980
12741	2005
12744	1987
12746	1990
12747	1991
12748	1988
12750	1982
12751	1987
12752	1988
12756	2005
12757	1994
12758	1986
12759	1987
12760	2005
12761	2006
12762	1982
12764	1980
12765	1982
12766	1986
12767	2004
12768	1990
12769	1992
12770	1988
12772	2005
12773	1994
12775	1984
12776	1994
12777	2006
12778	1991
12779	1982
12782	2005
12783	2006
12784	1994
12788	2004
12790	1994
12791	1993
12797	2006
12798	1980
12799	1990
12800	1991
12803	1986
12804	1980
12806	1994
12809	1986
12813	1990
12814	1990
12815	2004
12818	1994
12819	1994
12822	1987
12825	2005
12830	1990
12831	1990
12834	2005
12837	2006
12838	1994
12839	2004
12840	1991
12841	1994
12842	2004
12843	1986
12844	2006
12845	1987
12846	1991
12847	1991
12848	1994
12849	2004
12851	2006
12852	1983
12856	1987
12857	1980
12858	1993
12859	1980
12860	1991
12861	2005
12862	2006
12864	1993
12865	1994
12866	2006
12867	2006
12869	1988
12870	1990
12871	1994
12873	2004
12874	1991
12875	1990
12876	1992
12877	1987
12878	1991
12879	1988
12880	1988
12881	1991
12882	1980
12883	1982
12884	1983
12885	1986
12886	1993
12887	1982
12891	1993
12893	1983
12894	1984
12895	1986
12896	1987
12897	2006
12901	2005
12903	2004
12906	1990
12908	2006
12913	1994
12915	1994
12916	2006
12917	2004
12918	1994
12922	2005
12923	2006
12924	1984
12925	1986
12926	1986
12927	1988
12928	1988
12929	1988
